"ID";"P08";"P10";"P11";"P12";"P13";"P14";"P15_15";"P15_16";"P15_17";"P15_18";"P15_19";"P15_20";"P15_21";"P22";"P23";"P24_24";"P24_25";"P24_26";"P24_27";"P24_28";"P24_29";"P30";"P31";"P32";"P33_33";"P33_34";"P33_35";"P33_36";"P33_37";"P38";"P39";"P40";"P41_41";"P41_42";"P41_43";"P41_44";"P41_45";"P46";"P47";"P48";"P54";"P55_55";"P55_56";"P55_57";"P55_58";"P55_59";"P62";"P63";"P64_64";"P64_65";"P64_66";"P64_67";"P64_68";"P64_69";"P64_70";"P64_71";"P73_73";"P73_74";"P73_75";"P77_77";"P77_78";"P77_79";"P77_80";"P77_81";"P77_82";"P77_83";"P84_84";"P84_85";"P84_86";"P84_87";"P84_88";"P84_89";"P92";"V03";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V11b";"V12";"V12a";"V12B";"V13";"V14";"VD_P49A";"VD_P50A";"VD_P51A";"VD_P52A";"VD_P53A";"VD_P49B";"VD_P50B";"VD_P51B";"VD_P52B";"VD_P53B";"VD_P55B";"VD_P55_60";"VD_P64_72";"VD_P76";"VD_P90";"VD_P92A";"VD_RACA";"VD_REGIAO";"VD_IDADE";"VD_EDUCACAO";"VD_DOMICILIO";"VD_PORTE";"POP_UF_idade";"POP_UF_raca";"POP_UF_edu";"POP_UF_porte";"POP_UF_residencia";"W1";"W2"
"17905";17;2;3;2;1;3;2;3;1;1;4;3;1;2;2;1;1;1;1;2;2;2;2;1;2;2;1;97;1;1;2;1;2;2;1;2;1;2;2;;1;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;;;;;2;2;2;;;1;1;1;2;;;;;;;;;2;1;2;2;5;1;4;1;1;4;2;1;111075;446696,259288881;45841,1664960021;304737;72199,612206906;0,111757498848312;365,131932631346
"17906";32;3;1;1;1;4;2;2;4;2;4;4;2;2;1;1;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;1;;2;2;2;2;2;1;2;1;2;2;1;1;1;1;2;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;;1;;;;;;2;2;1;1;1;;;;;;;;;1;1;2;4;5;0;4;3;7;3;1;3;125474;958616,589954958;111053,379713957;211394;1391016,9466393;0,326644879524269;1138,35478170883
"17907";12;2;1;2;2;3;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;2;1;2;;;2;1;;;;;;;;;;;;97;2;97;5;3;4;1;4;2;1;1;32167;246918,118890889;62980,1065641402;122421;244953,131703476;0,18360814923391;1621,15050256179
"17908";33;3;3;1;1;3;1;2;1;3;3;3;4;2;2;1;1;1;1;1;1;2;3;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;3;;;2;;;;;2;1;1;;;;;;;;;;;;97;2;97;2;0;4;3;8;3;1;3;548769;3639495,50891637;521426,445710329;3855378;6815646,96134305;3,2208594531795;6649,10909885992
"17909";32;2;3;1;1;3;1;1;1;1;1;1;1;3;3;1;1;1;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;2;1;97;1;2;1;1;;2;2;1;2;1;1;2;1;1;2;1;2;2;2;2;1;3;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;2;;1;;;;;;2;2;1;1;1;;;;;;;;;2;2;2;3;5;3;2;3;4;5;1;1;161001;958616,589954958;483355,9695245;513136;1391016,9466393;0,979934638572808;4810,59207396247
"17910";41;3;3;2;1;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;2;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;2;;;2;2;2;2;;2;;2;2;1;1;2;2;1;2;;;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;;;;2;2;1;1;1;2;2;8;;;;;;;;;;2;97;2;6;5;;4;4;10;4;1;2;725620;1602828,04035019;348386,71261888;1961988;4217476,99265909;1,09731593661602;2615,63565595968
"17911";50;3;3;2;1;2;1;2;1;1;2;2;2;2;2;1;1;1;1;2;1;2;2;1;1;2;2;2;1;1;2;1;1;2;1;2;1;2;1;1;1;1;2;2;2;2;2;;1;2;2;1;2;2;1;2;1;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;1;;;;;;;1;1;1;1;2;;;;;;;;;2;2;2;4;2;0;2;5;10;5;1;2;142774;598139,845417371;291122,268034132;240970;990828,486193927;0,655050511039871;3542,33838028801
"17912";25;3;1;1;2;3;1;1;3;1;2;2;2;97;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;;97;2;2;2;;2;;2;2;2;2;2;2;2;1;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;1;1;5;2;;;;;;"4";;;;;2;97;2;1;1;0;4;2;8;7;1;3;118581;1064111,11136071;216695,406122903;360279;1261071,51373576;0,289162127968898;415,659099093498
"17913";13;2;1;1;1;3;2;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;;;;1;2;1;2;2;2;1;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;1;1;2;;1;;;;;;;;2;2;1;3;3;2;4;1;4;5;1;2;151981;1168709,76146447;536264,793617493;263619;1242111,10740022;0,284451524029348;1872,17368892274
"17914";14;1;1;3;2;4;1;1;1;1;1;1;1;3;3;1;1;1;1;1;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;2;2;;;;;;;;;;;;97;2;97;97;0;4;1;6;7;1;2;17520;173113,145777793;42858,4493656394;153142;195557,263513212;0,184906067160821;346,538698510533
"17915";16;2;1;2;1;3;1;1;3;1;1;1;1;2;3;1;2;1;1;2;2;2;2;1;1;2;1;2;1;1;2;1;1;2;1;2;1;2;2;;1;1;2;1;2;2;2;;2;2;2;2;2;2;1;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;1;1;3;2;1;1;1;2;;;;;;;;;2;2;2;2;4;3;4;1;5;7;1;2;26711;220844,336179983;59779,062125392;206458;243938,710614161;0,0549228039233644;144,241514818286
"17916";14;3;3;3;1;4;2;4;4;4;4;1;4;2;2;1;1;1;1;1;1;1;3;1;1;1;1;97;1;1;2;2;1;2;2;2;97;1;2;;;2;2;1;97;;2;;2;2;2;2;2;2;2;2;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;1;;1;1;2;3;1;;;;;;"8";;;;;2;2;1;4;5;0;4;1;10;3;1;2;15895;173113,145777793;14350,7074935647;153142;195557,263513212;1,46585971032622;3721,93534237597
"17917";31;1;1;2;2;3;1;1;4;1;1;2;2;2;2;1;1;1;1;1;1;2;2;1;1;2;1;97;1;1;2;1;1;2;1;2;2;2;1;2;;1;2;2;2;;2;;2;1;2;2;2;2;2;2;;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;1;4;2;1;1;2;;1;;;;;;1;2;2;4;;;;;;;;;;2;2;2;1;3;1;4;3;4;6;1;3;810162;5015084,87690932;445015,049808431;1859625;7540128,89355486;8,24115559108719;10101,7914031077
"17918";42;3;1;1;1;2;2;2;4;1;1;1;3;2;3;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;2;2;1;4;1;1;1;;;;;;;;;;;;97;2;97;3;1;4;4;7;2;1;2;246411;651642,337213937;761155,791110509;1498571;2721026,22704136;2,11349021813575;6569,50144637336
"17919";50;3;3;1;1;3;4;3;3;1;1;3;1;2;3;1;2;1;2;2;1;2;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;2;;;2;2;2;2;1;1;1;1;2;1;2;2;1;2;2;3;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;1;2;;1;;;;;;1;5;2;3;;;1;;;;;;;2;2;2;1;5;2;1;5;1;4;1;3;181332;485412,154582629;89430,8233683189;370695;990828,486193927;0,227026990026312;635,938647432215
"17920";17;2;1;1;1;3;1;1;3;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;;1;2;2;1;2;1;2;1;1;1;1;1;2;2;2;1;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;1;2;1;;;;;;2;1;1;1;1;;;;;;;;;2;2;2;3;5;3;4;1;3;5;1;2;58909;446696,259288881;179906,87434287;265330;497867,387793094;0,111757498848312;506,765910139715
"17921";32;2;2;2;1;3;2;2;1;1;1;2;1;2;1;1;1;1;2;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;97;3;1;1;1;1;2;2;;;;;;1;1;97;;;;;;;;;;;;97;2;97;2;97;4;3;3;5;1;3;148966;958616,589954958;483355,9695245;211394;1391016,9466393;0,326644879524269;1253,60524475828
"17922";31;3;2;2;1;3;1;3;3;1;97;3;1;1;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;2;1;1;2;1;2;1;1;2;;1;1;2;2;2;1;2;;2;1;2;1;2;2;1;2;;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;;;;2;2;1;1;1;2;1;1;2;;;;;;;;;1;2;2;2;1;;4;3;10;4;1;3;1414486;5015084,87690932;696385,873998848;1859625;7540128,89355486;1,64823111821744;3069,45877210009
"17923";11;3;3;2;1;3;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;1;2;1;2;1;1;2;1;1;1;1;2;1;2;2;;;2;2;1;2;2;1;1;2;2;2;2;2;2;1;2;;;;1;2;1;2;2;2;1;2;2;2;1;2;1;1;3;1;1;1;1;2;2;;;;;;1;2;1;3;;;1;;;;;;;2;2;2;2;3;1;4;1;2;5;1;2;63935;417290,54472708;178435,505225237;381458;489760,972025484;0,121977839519357;515,363486300053
"17924";26;3;2;1;1;4;1;1;1;1;1;3;1;2;1;1;1;2;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;1;2;1;2;2;1;1;2;1;2;2;2;2;;;;;2;2;1;1;2;1;97;;;;;;;;;;;;97;2;97;2;1;4;2;7;2;2;1;296292;2450940,03939033;877717,02654698;1207006;527659,946610423;0,677977348931574;2778,33757386963
"17925";12;2;3;2;1;97;2;4;4;4;1;1;2;3;2;2;1;1;1;2;2;2;2;2;;;;;;1;1;1;1;2;1;2;2;2;1;1;;1;1;1;2;1;1;1;2;1;1;2;1;2;1;2;;3;3;1;1;1;2;2;2;1;2;2;2;1;2;2;1;3;2;2;2;;;;;2;1;2;;;1;1;1;1;;;;;;;;;2;2;2;2;3;1;4;1;1;4;2;1;68764;246918,118890889;26570,6222328009;122421;54126,868296524;0,0612027164113033;285,236895453463
"17926";23;3;2;1;1;3;4;3;1;1;4;1;3;97;3;1;1;1;1;1;1;2;3;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;1;1;;2;2;2;1;1;1;2;2;2;2;2;2;2;1;1;;;;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;;1;;;;;;2;1;2;1;1;;;;;;;;;1;2;2;2;3;0;4;2;8;3;1;3;258096;2601054,19631358;272715,430349851;1065900;2903147,45967571;1,31938330346994;3484,99899105855
"17927";14;3;4;1;1;3;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;;;2;2;2;2;;2;;2;2;2;2;2;2;1;2;;;;1;2;2;2;2;2;2;2;2;2;1;2;2;1;4;1;1;1;1;1;;;;;;;1;1;2;4;;;;;;;;;;2;97;2;1;4;1;4;1;3;7;1;2;25129;173113,145777793;42858,4493656394;153142;195557,263513212;0,0462265167902052;77,0298319532811
"17928";50;2;2;2;2;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;;;;;2;1;1;1;1;4;97;;;;;;;;;;;;97;2;97;3;;4;5;10;3;1;3;142774;598139,845417371;71646,7915454855;370695;990828,486193927;0,227026990026312;621,412402183125
"17929";35;3;2;1;1;3;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;;1;1;1;1;;2;;2;2;1;2;2;1;2;2;;;;1;1;1;1;2;1;1;1;2;2;1;1;1;2;4;2;1;1;2;;2;;;;;;2;5;1;;;;;;"4";;;;;2;2;2;1;5;;3;3;1;6;1;2;2706212;11181216,8484687;1028401,50677568;8136323;18265345,6229506;6,24318532748843;24147,1009776505
"17930";32;2;1;1;1;3;1;1;4;3;1;1;1;1;3;1;1;1;1;2;1;2;1;1;2;97;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;3;0;4;3;7;5;1;2;125474;958616,589954958;483355,9695245;851322;1391016,9466393;0,326644879524269;1002,22535364342
"17931";52;1;1;3;3;3;3;2;2;2;2;2;2;2;3;1;2;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;;1;1;3;;;2;;;;;1;6;97;;;;;;;;;;;;97;2;97;2;;1;5;1;7;1;3;478477;1045142,03651931;580938,21285206;831664;2672927,86037804;0,625974153060974;3038,28535893006
"17932";16;2;4;1;1;4;97;97;2;2;97;97;2;2;3;1;2;1;1;1;2;2;97;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;2;;;1;97;;;;;;;;;;;;97;2;97;2;0;1;1;10;4;1;2;21107;44859,663820017;22074,8697980544;206458;243938,710614161;0,164768411770093;429,146338894967
"17933";17;3;2;1;1;3;4;4;4;97;2;3;1;3;1;1;1;1;1;1;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;1;2;;;;;1;;1;1;1;1;1;;;;;;;;;;;;97;2;97;2;0;2;1;7;1;1;1;41893;446696,259288881;43289,2442034404;304737;497867,387793094;0,111757498848312;1068,60384410213
"17934";29;1;2;2;1;4;1;97;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;2;2;2;2;2;2;2;2;1;1;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;3;1;4;2;4;5;1;1;611594;4654381,54144773;1980274,99078912;2629696;4325699,27241818;1,07752022328331;7026,66509445949
"17935";21;2;1;2;2;3;1;1;2;1;2;1;1;2;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;2;1;1;2;1;2;2;2;2;;1;2;1;1;2;2;2;;2;2;1;2;2;2;1;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;2;1;1;2;;2;;2;;;;;;2;2;2;2;5;1;4;2;4;7;1;2;281275;2080978,41115431;328187,675096824;860575;1933570,09501514;0,458733575041536;2151,49565941432
"17936";31;2;4;1;1;4;1;1;4;1;2;3;1;1;2;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;;;;1;1;1;2;2;2;1;2;2;2;2;2;2;1;3;1;2;2;;;;;2;2;1;3;1;1;97;1;2;;2;;;;;;;2;2;1;97;5;1;4;3;1;5;2;3;1299433;5015084,87690932;2627141,27342489;1859625;1035543,10644514;1,8479769645982;8690,38626437238
"17937";27;3;4;1;3;3;1;3;2;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;;;1;1;1;1;2;2;;2;2;2;1;2;2;1;1;;;;1;1;1;2;2;2;1;1;2;2;2;1;2;1;2;1;1;1;1;1;;;;;;;2;2;1;3;;;1;;;;;;;2;2;2;1;5;2;4;2;6;3;1;2;109731;908596,571284108;95367,6902803983;295016;1002970,89902313;0,211822171114282;1095,53427351924
"17938";13;2;1;1;1;3;1;1;1;1;1;3;3;2;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;;;2;;;;;1;2;1;;;;;;;;;;;;97;2;97;3;1;4;1;6;2;1;3;115147;1168709,76146447;275658,672626841;810015;1242111,10740022;0,853354572088045;3404,96317437315
"17939";35;3;4;1;1;3;1;1;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;2;2;1;1;1;1;2;1;2;2;1;2;1;1;2;;;2;2;1;1;;2;;2;2;2;1;2;2;2;1;;;;1;2;1;2;2;2;1;2;2;2;2;2;2;1;4;1;1;1;3;;;2;;;;;1;1;2;4;;;;;;;;;;1;2;2;2;3;1;4;3;3;7;1;2;1730527;7652268,15153127;4498184,05522268;8136323;18265345,6229506;0,0987282136014624;321,658288003882
"17940";52;2;3;1;1;3;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;2;2;;1;2;2;1;2;2;2;;2;2;2;2;2;2;1;2;;;;1;2;1;2;2;2;1;2;2;2;1;2;2;2;4;1;1;1;3;;;2;;;;;2;4;3;2;;2;;;;;;;;2;2;2;1;4;;1;5;2;7;1;2;284305;1045142,03651931;580938,21285206;1120373;2672927,86037804;0,625974153060974;3367,25403768117
"17941";23;2;1;1;1;3;2;2;2;2;2;3;2;2;1;1;1;1;2;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;2;;3;2;7;5;1;3;273328;992168,803686416;1125579,81291602;1065900;2903147,45967571;1,31938330346994;3176,40906542778
"17942";13;3;3;1;1;3;1;2;1;3;2;2;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;2;;1;2;2;1;2;2;1;1;2;2;1;2;2;2;2;1;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;1;1;1;2;;;;;;;;;2;2;2;2;3;0;1;1;8;5;1;3;77158;242553,238535531;536264,793617493;810015;1242111,10740022;0,284451524029348;1047,4361436813
"17943";33;3;1;1;1;3;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;3;1;1;2;1;2;2;1;97;1;1;2;1;2;1;1;2;;;2;97;2;2;;1;97;2;1;2;2;2;2;2;2;;5;;1;1;1;2;2;2;2;2;2;2;2;2;1;1;3;1;2;2;;;;;1;;1;3;2;2;1;8;;;;;;;;;;1;97;2;2;2;1;4;3;1;5;2;3;979875;3639495,50891637;2414468,13508057;3855378;163615,038656951;1,61042972658975;2614,52087226527
"17944";53;3;4;1;2;3;1;1;2;1;1;1;1;2;3;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;2;2;1;2;1;2;2;;;1;1;2;2;;1;2;2;1;2;2;2;2;2;2;;4;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;1;1;1;97;5;;;;;;;;;;2;2;2;2;2;1;4;5;9;7;1;3;65542;719504,381764959;410550,621539486;1192401;1144552,13203908;0,308690015682969;816,378048107016
"17945";14;3;2;1;1;4;1;1;1;1;2;1;3;2;3;1;2;1;2;2;2;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;2;2;1;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;4;0;1;1;3;5;1;2;25129;46969,8542222068;85428,4192872601;153142;195557,263513212;0,0462265167902052;126,708918453614
"17946";26;3;1;97;1;4;3;1;1;2;1;1;2;3;2;1;2;1;1;2;1;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;2;;;;;1;;1;1;2;3;1;;;;;;;;;;;;97;2;97;4;0;1;2;10;2;1;2;541130;1291570,96060967;877717,02654698;1591517;3214851,05338958;1,35595469786315;22406,8317784683
"17947";52;3;2;1;1;4;3;4;4;4;2;1;3;2;1;1;1;2;2;2;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;1;2;1;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;97;;;2;1;;;;;;;;;;;;97;2;97;4;;4;5;1;5;1;3;478477;1794738,96348069;903480,436272986;831664;2672927,86037804;0,625974153060974;3620,16955508029
"17948";31;3;2;1;1;4;4;4;97;4;2;2;1;2;1;1;1;2;1;1;2;2;3;2;;;;;;1;2;97;2;2;2;1;1;2;2;;;2;97;2;97;;2;;1;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;;2;;;;;;2;1;1;;;;;;;;;;;1;97;2;6;1;0;2;3;10;2;1;3;1414486;5015084,87690932;2225821,07567579;1859625;7540128,89355486;1,8479769645982;8821,55116968388
"17949";43;2;2;3;1;4;1;1;2;1;2;2;1;2;2;1;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;2;2;1;1;1;2;1;1;;2;2;1;2;;2;;2;2;2;1;2;2;1;2;;;;1;2;2;2;2;2;2;2;2;2;1;2;2;1;3;1;1;1;3;;;1;;;;;1;1;3;;;;;;"6";;;;;1;2;2;2;3;1;4;4;7;5;1;2;367206;1020946,74887335;1290313,44136863;2324503;4029583,56019369;2,07076173760152;3965,26379425561
"17950";21;2;3;1;2;3;1;1;1;1;1;1;1;2;3;1;1;1;1;1;2;2;2;1;1;2;1;1;2;1;2;1;2;2;1;2;1;1;2;;1;1;2;2;2;2;2;;2;2;2;2;2;2;2;1;;;;2;2;2;2;2;2;2;2;2;2;1;2;1;1;3;1;1;1;1;1;;;;;;;1;1;1;1;2;;2;;;;;;;2;2;2;3;3;1;1;2;5;5;1;1;254216;496760,588845694;837457,581162813;1269813;1933570,09501514;1,51927634218784;7436,86066306489
"17951";26;2;1;1;1;3;2;1;1;1;2;2;1;1;3;1;1;1;1;2;2;2;2;1;1;2;1;2;1;1;2;1;1;2;1;2;2;2;2;;1;2;2;1;1;1;2;;2;2;2;2;2;2;1;2;;;;1;2;2;2;2;2;1;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;1;1;2;2;1;1;2;;;;;;;;;2;2;2;1;5;1;1;2;7;4;1;1;296292;1291570,96060967;271937,583415481;1207006;3214851,05338958;0,677977348931574;3989,40551424876
"17952";51;3;2;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;;;2;2;2;2;;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;1;2;1;2;1;1;2;2;1;2;2;2;4;1;1;1;1;2;2;;;;;;1;4;2;5;;;;;;;;;;2;97;2;1;1;;1;5;8;7;1;3;92032;453051,817122641;272982,733225318;264229;1228028,01092492;0,304507709752327;535,283353583621
"17953";16;2;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;1;2;2;1;1;2;1;1;1;1;2;1;2;2;1;2;1;2;2;;1;2;2;2;2;2;2;;2;1;2;2;2;2;1;1;;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;1;1;3;2;1;1;1;2;;2;;;;;;;1;1;2;3;1;0;4;1;10;5;1;2;21107;220844,336179983;88625,3054744267;206458;243938,710614161;0,0549228039233644;285,222702091403
"17954";13;3;1;1;1;3;3;1;1;1;1;3;1;3;2;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;1;1;1;1;2;1;2;2;;;2;1;1;2;;1;1;2;1;1;2;2;2;2;2;;5;;1;1;1;2;1;2;1;2;2;2;1;2;1;2;1;;1;1;2;;2;;;;;;2;5;1;4;;;;;;;;;;2;2;2;1;5;;4;1;1;1;1;1;324835;1168709,76146447;70583,9406442826;337629;1242111,10740022;1,13780609611739;27333,1367629993
"17955";24;3;1;1;1;3;1;1;2;1;2;2;2;3;1;1;1;1;1;1;1;2;3;1;2;1;1;2;1;1;1;1;2;1;1;2;2;2;2;;;2;2;1;2;;2;;2;2;2;2;2;2;2;2;;;;2;1;1;2;2;2;1;1;2;2;2;1;1;2;3;1;2;2;;;;;2;2;2;;;1;1;4;;;;;;;;;;1;2;1;1;4;;3;2;1;5;2;3;222971;497043,521435503;411884,824827546;331155;213435,181314666;0,236578335662274;689,839672748502
"17956";16;2;2;2;1;3;1;1;3;1;1;1;1;97;2;1;1;2;1;1;2;2;2;1;1;2;1;1;1;1;2;1;1;2;1;2;2;1;1;1;;1;2;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;1;;1;3;1;2;1;1;1;;;;;;;;;2;2;2;3;5;0;5;1;5;4;1;2;26711;220844,336179983;22074,8697980544;206458;243938,710614161;0,219691215693457;294,505201059307
"17957";35;3;3;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;2;2;;;2;2;1;2;2;2;;2;2;2;2;2;2;1;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;1;;;;;1;1;1;3;;;1;;;;;;;2;2;2;1;2;2;1;3;4;5;1;3;1873165;11181216,8484687;6434405,0214404;7969733;18265345,6229506;1,44034105093868;4443,60948517576
"17958";26;3;2;1;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;2;;;2;2;2;2;;2;;2;2;1;2;2;2;2;1;;;;1;1;2;2;2;2;1;1;2;2;1;2;2;2;4;2;1;2;;;;;1;;1;3;1;4;1;4;;;;;;;;;;1;97;2;1;1;;1;2;2;6;1;2;350624;1291570,96060967;169118,509012306;1591517;3214851,05338958;0,677977348931574;2634,77863227839
"17959";21;2;3;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;2;;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;2;;;;;;1;2;2;1;2;;;;;;;;;2;2;1;97;5;1;4;2;4;7;1;1;281275;2080978,41115431;328187,675096824;1269813;1933570,09501514;0,37981908554696;2130,72188301386
