"ID";"P08";"P10";"P11";"P12";"P13";"P14";"P15_15";"P15_16";"P15_17";"P15_18";"P15_19";"P15_20";"P15_21";"P22";"P23";"P24_24";"P24_25";"P24_26";"P24_27";"P24_28";"P24_29";"P30";"P31";"P32";"P33_33";"P33_34";"P33_35";"P33_36";"P33_37";"P38";"P39";"P40";"P41_41";"P41_42";"P41_43";"P41_44";"P41_45";"P46";"P47";"P48";"P54";"P55_55";"P55_56";"P55_57";"P55_58";"P55_59";"P62";"P63";"P64_64";"P64_65";"P64_66";"P64_67";"P64_68";"P64_69";"P64_70";"P64_71";"P73_73";"P73_74";"P73_75";"P77_77";"P77_78";"P77_79";"P77_80";"P77_81";"P77_82";"P77_83";"P84_84";"P84_85";"P84_86";"P84_87";"P84_88";"P84_89";"P92";"V03";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V11b";"V12";"V12a";"V12B";"V13";"V14";"VD_P49A";"VD_P50A";"VD_P51A";"VD_P52A";"VD_P53A";"VD_P49B";"VD_P50B";"VD_P51B";"VD_P52B";"VD_P53B";"VD_P55B";"VD_P55_60";"VD_P64_72";"VD_P76";"VD_P90";"VD_P92A";"VD_RACA";"VD_REGIAO";"VD_IDADE";"VD_EDUCACAO";"VD_DOMICILIO";"VD_PORTE";"POP_UF_idade";"POP_UF_raca";"POP_UF_edu";"POP_UF_porte";"POP_UF_residencia";"W1";"W2"
"17851";53;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;2;1;2;2;1;2;1;2;2;;1;2;1;2;1;1;2;;2;2;2;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;2;1;1;1;2;;2;;;;;;;2;2;2;2;5;3;4;5;4;5;1;3;127225;719504,381764959;352374,299331847;1192401;1144552,13203908;0,926070047048906;3170,0258393124
"17852";28;3;1;1;1;3;1;2;2;1;1;2;1;2;3;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;2;2;;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;;;1;2;1;2;2;2;1;1;2;2;2;1;2;1;3;1;1;1;1;2;1;;;;;;1;2;1;1;2;;2;;;;;;;2;2;2;2;2;0;1;2;6;5;1;3;78379;214657,058906318;252015,819968404;266839;722112,086560352;0,155046549824753;291,462179809833
"17853";24;2;2;2;1;97;2;4;4;4;4;4;2;2;2;1;2;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;2;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;4;0;2;2;7;1;2;1;106235;863643,478564497;117377,76952479;626773;213435,181314666;0,236578335662274;1683,55810412305
"17854";52;3;1;1;1;3;1;2;1;1;1;1;1;1;3;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;;1;2;2;1;2;1;1;2;2;1;1;2;2;2;2;2;;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;1;1;1;1;1;2;;2;;;;;;;2;2;2;3;2;0;2;5;8;7;1;1;201032;1794738,96348069;580938,21285206;887844;2672927,86037804;0,625974153060974;2653,21365013285
"17855";17;3;3;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;;1;2;2;2;2;2;2;;2;2;2;1;2;2;1;2;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;;1;2;;;;;2;2;1;1;2;1;1;1;2;;;;;;;;;1;1;2;2;3;0;4;1;10;1;1;2;64654;446696,259288881;43289,2442034404;265330;497867,387793094;0,687034526036099;6591,88720583225
"17856";31;3;2;1;1;4;2;1;2;1;2;1;1;2;1;1;2;1;1;2;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;2;1;2;1;1;;2;2;2;2;97;2;;2;2;2;2;2;2;1;2;;;;1;1;2;2;2;2;1;1;2;2;2;2;2;1;3;1;2;2;;;;;2;1;2;;;1;1;1;1;;;;;;;;;1;97;2;2;2;0;4;3;9;5;2;2;590542;5015084,87690932;2627141,27342489;3341463;1035543,10644514;3,69595392919641;6778,31712353759
"17857";25;3;1;1;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;;;2;2;2;2;;2;;2;2;2;2;2;2;1;1;;;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;3;1;1;2;;;;;1;;1;4;2;2;2;;;;;;"8";;;;;2;97;2;1;2;;1;2;1;5;1;2;266373;558890,888639288;472710,19115071;440095;1261071,51373576;0,578324255937796;4780,6779787473
"17858";51;2;1;1;1;3;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;2;;;;;;1;2;1;1;2;1;2;2;2;2;;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;2;2;2;;;4;1;1;2;;;;;;;;;2;2;2;2;4;3;4;5;3;2;1;2;149867;931617,182877359;287345,043137056;554936;1228028,01092492;0,304507709752327;1391,20635891499
"17859";52;3;3;1;1;3;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;;;;;;1;2;1;1;2;1;2;1;2;2;;1;1;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;1;4;2;2;1;1;2;;2;;;;;;;2;2;1;2;2;0;4;5;6;5;1;2;253523;1794738,96348069;903480,436272986;1120373;2672927,86037804;1,25194830612195;4705,69264550506
"17860";23;3;1;2;1;2;2;3;3;3;1;1;3;2;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;2;1;1;2;2;;;2;2;1;2;1;1;2;1;1;1;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;1;2;;2;;;;;;1;1;1;3;;;1;;;;;;;1;2;2;1;4;2;4;2;2;4;2;2;368075;2601054,19631358;339537,745800141;1379059;690075,540324291;0,659691651734968;2339,78916923927
"17861";41;1;1;2;1;3;1;2;2;1;1;2;1;2;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;2;1;1;2;1;2;2;1;1;1;;1;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;1;;;;;;2;2;2;1;1;;;;;;;;;2;2;2;2;4;3;1;4;3;5;1;3;443806;3116799,95964981;1395869,7336891;1026407;4217476,99265909;1,09731593661602;5645,77789433863
"17862";12;97;2;2;97;3;3;1;3;3;3;4;1;2;97;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;2;1;97;1;2;2;;;1;97;1;97;1;1;2;1;2;2;97;2;1;2;2;1;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;97;;1;1;3;;;2;;;;;1;1;97;3;;;1;;;;;;;2;2;2;4;3;;4;1;6;7;1;2;24110;246918,118890889;49504,5737167603;176659;244953,131703476;0,0612027164113033;111,6092715268
"17863";17;3;3;1;1;3;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;;1;1;2;1;97;1;1;2;1;1;2;1;1;1;2;1;2;3;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;;1;2;;;;;1;;2;;;1;2;1;2;;;;;;;;;2;2;2;1;4;2;4;1;1;1;1;2;111075;446696,259288881;43289,2442034404;265330;497867,387793094;0,111757498848312;945,077574743123
"17864";50;2;1;1;1;4;1;1;4;1;2;2;2;2;97;1;2;2;1;1;2;2;2;1;2;2;1;2;1;1;2;1;1;2;1;2;1;2;2;;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;1;;;;;;1;1;1;1;2;;2;;;;;;;2;1;2;1;4;2;4;5;2;7;1;1;109412;598139,845417371;250519,903589362;471887;990828,486193927;0,227026990026312;2298,32464305192
"17865";11;3;2;2;1;3;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;1;2;1;1;2;1;2;1;2;2;;1;1;2;1;2;1;2;;1;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;;;;;2;2;1;1;2;1;1;1;2;;2;;;;;;;2;2;2;3;3;1;4;1;10;3;2;1;64526;417290,54472708;34066,4340535195;228836;120533,027974516;0,121977839519357;1234,7013600526
"17866";51;3;2;2;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;;;;;;1;1;1;1;2;1;1;2;2;2;;;2;2;1;2;1;2;;2;2;1;1;2;2;1;2;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;3;;;1;;;;;2;2;1;3;;;1;;;;;;;2;2;2;3;3;1;4;5;6;2;1;2;121206;931617,182877359;287345,043137056;554936;1228028,01092492;0,304507709752327;1081,04266917733
"17867";31;3;1;2;1;3;1;1;2;1;1;2;2;2;2;1;1;1;1;2;2;2;3;1;2;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;;;;;2;2;1;1;2;1;1;;;;;;;;;;;;97;2;97;2;0;1;3;9;3;2;2;590542;3560587,12309068;617342,697190134;3341463;1035543,10644514;3,69595392919641;6353,60556615193
"17868";42;3;1;2;2;3;1;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;2;;;1;2;2;2;;2;;2;2;1;1;2;1;2;1;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;1;1;2;1;;;;;;2;3;2;97;;;;;;;;;;2;2;2;2;4;;1;4;1;7;2;2;472361;2467119,66278606;658394,585312965;1498571;397735,772958638;0,704496739378584;6400,23263714531
"17869";14;3;3;1;1;3;1;1;2;1;2;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;;1;1;2;1;1;1;2;;2;1;1;2;2;2;1;2;;5;;1;1;1;2;2;2;2;1;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;2;1;3;1;2;;;;;;;;;2;2;2;2;2;0;1;1;8;7;1;2;11618;46969,8542222068;42858,4493656394;153142;195557,263513212;0,138679550370616;324,13666221951
"17870";17;2;2;2;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;2;;;2;2;2;2;2;1;1;1;1;1;1;1;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;2;1;1;3;;;1;;;;;;;2;1;2;2;5;3;4;1;4;7;1;1;60865;446696,259288881;115064,751554722;304737;497867,387793094;0,223514997696624;1005,03633281549
"17871";42;3;1;1;1;3;1;1;2;1;2;2;1;2;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;2;1;1;2;1;1;2;2;2;;1;2;1;1;2;1;1;2;1;1;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;1;;;;;;;2;3;2;1;2;;;;;;;;;2;2;2;4;2;;1;4;7;5;1;2;246411;2467119,66278606;900535,141431364;1498571;2721026,22704136;0,704496739378584;2256,09694629449
"17872";25;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;2;1;2;2;1;1;1;2;2;;97;2;2;1;2;2;2;;2;2;1;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;1;1;2;1;1;1;2;;;;;;;;;1;2;2;2;3;0;2;2;7;5;1;2;125852;1064111,11136071;472710,19115071;440095;1261071,51373576;0,867486383906693;2610,78149898862
"17873";22;3;1;1;1;3;1;3;3;1;3;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;1;1;1;2;1;1;2;2;1;2;2;2;;1;1;2;2;2;2;2;;2;2;2;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;2;;2;;;;;;2;1;1;1;2;;2;;;;;;;1;2;2;3;3;2;4;2;4;5;1;1;135801;1038322,56423014;373762,796542349;785261;922649,581990075;0,215124176263052;856,552725963475
"17874";14;3;2;1;2;3;2;1;1;1;1;1;1;2;3;1;1;1;1;2;2;2;2;1;1;1;2;2;1;1;2;1;1;2;2;1;2;2;1;1;;1;2;1;2;1;2;;2;2;1;1;2;2;2;2;;;;2;1;1;2;1;2;2;1;2;2;2;2;2;1;3;2;1;2;;;;;1;;2;;;2;1;1;1;;;;;;;;;2;2;2;2;5;3;4;1;2;4;1;1;28132;173113,145777793;19817,0462289678;66941;195557,263513212;0,0462265167902052;283,822660359145
"17875";41;2;1;1;1;3;1;2;1;1;2;1;1;3;3;1;1;1;1;2;2;2;2;1;1;2;1;2;1;1;2;1;1;2;1;2;1;2;2;;;1;1;1;2;1;2;;2;2;1;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;;;;;;1;5;2;3;;;1;;;;;;;2;2;2;2;1;;3;4;1;3;1;2;721376;3116799,95964981;380685,330653062;1961988;4217476,99265909;1,09731593661602;5580,18665262632
"17876";41;2;1;1;1;3;1;4;1;4;1;1;1;2;2;1;2;1;1;2;2;2;3;2;;;;;;1;2;1;2;2;1;2;1;2;2;;;2;2;2;2;;2;;2;2;2;2;2;2;2;2;;;;2;2;2;2;1;2;2;2;2;2;2;2;2;1;3;2;2;1;2;;2;;;;;;1;1;1;8;;;;;;;;;;2;97;1;1;1;0;2;4;6;4;2;1;403354;1602828,04035019;348386,71261888;1731233;502151,007340908;1,09731593661602;2377,44599559873
"17877";26;3;3;2;1;3;2;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;1;2;1;1;1;1;1;1;2;1;2;;1;2;1;2;2;2;;2;2;1;2;2;2;2;1;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;2;;;;;1;;2;;;1;1;3;;;1;;;;;;;2;2;2;2;4;2;4;2;3;5;2;1;359896;2450940,03939033;1303862,0428603;1207006;527659,946610423;0,677977348931574;2258,38584351947
"17878";28;2;1;1;1;3;2;3;1;1;2;1;2;2;1;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;2;2;;;2;2;2;1;;2;;2;2;1;1;2;2;2;2;;;;1;1;1;2;2;2;1;2;2;2;1;2;2;2;4;1;1;1;1;2;2;;;;;;1;5;2;;;;;;"4";;;;;2;2;2;1;1;;1;2;2;7;1;3;91442;214657,058906318;142693,223238106;266839;722112,086560352;0,155046549824753;518,415621387652
"17879";29;2;1;1;1;3;1;1;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;2;1;1;1;1;2;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;2;;;;;1;;2;;;4;2;2;;2;;;;;;;;1;1;2;1;4;2;1;2;3;6;1;1;539484;1142339,45855227;250581,804403514;2629696;4325699,27241818;0,295999485018697;1472,32343386816
"17880";51;2;3;2;1;4;1;1;1;1;4;3;1;1;1;2;2;2;2;1;1;1;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;1;;2;;;2;2;;;;;;;;;;;;97;2;97;5;0;1;5;5;4;1;2;143800;453051,817122641;146710,566594449;554936;1228028,01092492;0,91352312925698;1857,88165570781
"17881";26;2;4;1;1;2;4;3;1;1;3;3;1;2;3;1;1;1;2;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;;;;;2;2;2;;;2;97;;;;;;;;;;;;97;2;97;5;;4;2;1;4;2;3;628474;2450940,03939033;271937,583415481;943988;527659,946610423;2,03393204679472;2570,28275748139
"17882";11;3;2;1;1;4;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2;2;1;;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;3;1;2;2;;;;;1;;2;;;6;1;1;2;;2;;;;;;;2;2;2;1;3;2;4;1;2;5;2;2;63935;417290,54472708;178435,505225237;381458;120533,027974516;0,121977839519357;632,302490848282
"17883";28;3;1;1;1;3;97;97;97;1;2;2;2;2;1;1;2;1;1;1;2;2;2;1;1;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;2;2;;;;;2;2;2;;;1;97;;;;;;;;;;;;97;2;97;2;1;1;2;4;1;2;1;94303;214657,058906318;91997,468587146;391346;183152,913439648;0,155046549824753;1238,81736333634
"17884";51;1;3;1;1;3;1;4;1;4;4;4;1;2;3;2;2;1;1;1;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;;;2;2;2;2;;1;1;2;1;1;1;2;2;1;2;;1;;1;1;1;1;2;2;1;1;2;2;1;2;1;1;2;2;2;1;1;1;;;;;;;2;1;1;4;;;;;;;;;;2;97;2;2;4;3;4;5;2;2;2;1;151244;931617,182877359;287345,043137056;565504;156640,98907508;0,304507709752327;1383,90840187928
"17885";15;3;1;1;1;4;1;1;3;1;1;1;1;2;2;1;1;1;1;2;1;97;2;1;1;1;1;2;1;1;2;2;2;2;1;2;1;2;2;;;2;2;1;2;;2;;2;2;1;1;2;2;1;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;2;1;1;;;;;;"8";;;;;2;2;2;3;3;2;2;1;4;5;1;2;330463;2456360,65584433;975760,025459244;1615655;2360892,95661209;0,532037117894214;1810,09995126701
"17886";35;3;3;2;1;2;4;4;1;1;3;1;1;1;3;1;1;2;1;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;2;2;2;2;;1;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;2;2;2;;;1;2;1;2;;;;;;;;;2;2;2;2;3;1;4;3;3;3;1;2;1730527;7652268,15153127;1383242,17809394;8136323;18265345,6229506;6,24318532748843;27798,029611791
"17887";27;3;2;1;1;3;1;2;1;3;1;1;1;2;3;1;2;1;1;2;2;2;3;1;1;1;1;2;1;1;1;1;2;2;1;1;1;2;2;;1;2;2;1;2;1;2;;2;2;1;1;2;2;1;2;;;;1;1;2;2;2;2;1;1;2;2;1;1;2;1;3;1;1;1;3;;;2;;;;;2;1;1;1;2;;;;;;;;;1;2;2;3;3;1;4;2;5;5;1;3;122656;908596,571284108;358643,23233841;410340;1002970,89902313;0,211822171114282;503,667524238647
"17888";12;2;3;1;1;2;3;2;4;4;1;3;3;2;1;1;2;1;2;2;1;2;3;1;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;2;2;1;1;1;1;97;;;;;;;;;;;;97;2;97;2;;4;1;8;3;2;1;16328;246918,118890889;24112,4908179047;122421;54126,868296524;0,122405432822607;231,211200456589
"17889";51;2;2;1;1;3;1;2;1;1;2;2;1;2;3;1;1;1;1;1;2;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;1;1;1;1;1;;;;;;;;;;;;97;2;97;2;0;1;5;10;5;1;1;144182;453051,817122641;421720,84129634;565504;1228028,01092492;1,82704625851396;10588,4906775792
"17890";26;1;1;2;2;3;2;2;2;1;2;2;1;2;2;1;2;1;1;1;1;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;1;3;2;1;1;;;;;;;;;;;;97;2;97;1;;4;2;10;2;2;1;541130;2450940,03939033;877717,02654698;1207006;527659,946610423;0,134580023860772;1150,5961791113
"17891";27;3;2;1;1;4;1;1;1;1;2;1;1;2;3;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;;1;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1;3;;;1;;;;;1;2;1;1;2;;;;;;;;;2;1;2;2;3;1;4;2;3;5;2;3;121433;908596,571284108;358643,23233841;410340;253005,10097687;0,211822171114282;358,557684266038
"17892";35;3;2;1;2;3;2;1;3;1;3;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;2;1;2;1;2;1;1;;2;2;2;1;2;2;;2;2;1;1;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;1;;;;;;2;5;2;1;1;;;;;;;;;2;2;2;3;4;2;1;3;5;7;1;3;1902856;11181216,8484687;4498184,05522268;7969733;18265345,6229506;8,969465732183;16783,3842903232
"17893";17;3;1;1;1;3;1;1;1;1;1;1;1;3;3;1;1;2;1;1;1;2;3;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;97;;1;1;1;1;1;1;1;1;2;1;2;1;1;1;2;2;;3;3;2;2;2;2;2;2;1;2;2;2;2;2;2;1;3;2;1;2;;;;;2;1;1;3;2;2;2;1;2;;;;;;;;;2;2;2;2;5;3;4;1;2;4;1;2;59553;446696,259288881;45841,1664960021;265330;497867,387793094;0,335272496544936;1175,23068376721
"17894";15;2;2;1;1;3;1;1;1;1;3;1;2;2;2;1;2;1;1;1;2;2;2;1;97;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;2;2;1;1;2;1;1;;;;;;;;;;;;97;2;97;5;0;4;1;10;3;1;2;309799;2456360,65584433;225647,59286194;1615655;2360892,95661209;0,26084036690465;4233,76503925095
"17895";33;2;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;2;1;1;1;1;2;2;1;2;1;1;1;1;;2;2;2;2;2;2;;2;2;1;1;2;1;1;2;;;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;1;1;1;2;1;1;1;;;;;;;;;1;1;2;4;2;0;4;3;10;5;1;2;1253393;3639495,50891637;2414468,13508057;2602423;6815646,96134305;1,61042972658975;8495,49681666253
"17896";26;2;1;3;1;3;2;4;3;1;1;1;3;1;2;1;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;;2;2;2;2;2;2;;1;2;2;2;2;2;2;2;1;;;2;1;2;2;2;2;2;2;2;2;1;2;2;1;3;2;1;2;;;;;2;1;1;3;2;1;1;1;1;;;;;;;;;2;1;2;97;4;3;4;2;2;4;1;2;350624;2450940,03939033;271937,583415481;1591517;3214851,05338958;0,677977348931574;2115,97675757929
"17897";24;2;3;3;3;4;3;4;2;4;4;2;3;1;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;;;2;;;;;2;5;1;;;;;;;;;;;;97;2;97;4;0;4;2;8;2;1;3;102477;863643,478564497;351971,873657078;331155;1147251,81868533;0,454417441513284;2143,34126133813
"17898";33;3;1;1;1;3;1;1;1;2;1;1;1;2;2;1;1;1;1;2;2;2;3;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;2;;;2;97;1;2;2;2;;2;2;2;2;2;2;1;1;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;1;2;;;2;1;3;;;1;;;;;;;2;2;2;1;2;0;1;3;7;5;1;3;568264;3339766,49108363;2414468,13508057;3855378;6815646,96134305;4,83128917976925;19932,3931512609
"17899";53;3;1;1;1;3;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;2;;2;;;;;;2;1;2;;;;;;;;;;;;97;2;97;1;;1;5;7;7;1;3;96186;472896,618235041;410550,621539486;1192401;1144552,13203908;0,308690015682969;1038,71158546515
"17900";11;1;5;1;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;1;1;2;2;1;;;;;;;;;;;;97;2;97;5;3;1;1;8;5;1;1;42038;193003,45527292;178435,505225237;228836;489760,972025484;0,121977839519357;717,401747691615
"17901";25;3;1;1;2;3;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;2;2;1;4;2;1;1;;;;;;;;;;;;97;2;97;2;0;2;2;6;2;1;1;138679;1064111,11136071;446322,461496075;822628;1261071,51373576;0,289162127968898;1919,40830302734
"17902";50;3;4;1;1;3;1;1;1;1;1;1;1;2;3;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;2;1;2;1;2;2;;;2;2;1;2;;2;;2;2;1;2;2;2;1;2;;;;1;1;1;2;1;2;1;1;2;2;1;2;2;1;5;;1;2;;;;;1;;1;1;1;2;2;6;;;;;;;;;;1;2;2;3;1;1;1;5;4;2;1;2;109993;485412,154582629;250500,576591744;240970;990828,486193927;0,465880741498943;2992,01936300541
"17903";14;1;1;3;2;4;1;1;1;1;1;2;4;3;2;2;2;2;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;;;;1;;2;;;4;1;;;;;;;;;;;;97;2;97;4;;1;1;1;4;1;2;51880;46969,8542222068;19817,0462289678;153142;195557,263513212;0,184906067160821;965,138438816897
"17904";24;2;1;2;1;3;1;1;1;1;1;1;2;2;3;1;1;1;1;1;2;2;2;1;1;2;1;1;1;1;2;1;1;2;1;1;1;2;2;;;1;2;1;97;;1;2;1;2;2;2;2;2;2;2;3;;;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;;;;;1;;1;3;1;2;1;8;;;;;;;;;;1;2;2;2;3;2;4;2;4;2;1;3;139658;863643,478564497;351971,873657078;331155;1147251,81868533;0,236578335662274;1016,69820244886
