"ID";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P08_9";"P08_10";"P08_11";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P17_6";"P18_A";"P18_D";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P21_B";"P22_A";"P22_B";"P22_C";"P22_D1";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P28_9";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"VD_P35";"P36";"P38";"P39";"P40";"P41";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V15";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_regiao_idade";"POP_regiao_raca";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2"
"1477";2;2;2;1;3;1;2;2;2;2;2;2;2;2;0;0;1;2;5;1;1;1;1;2;2;1;2;2;1;2;1;2;1;1;1;2;1;2;1;1;;2;;;;1;2;1;2;2;1;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;6;1;5;;1;;;;4;4;1;4;1;1;"1";1;97;2;1;1088578,61259989;1440823,54572169;2267202,44555839;2363871,19571558;0,138128469413959;12002,5765305674
"1478";3;9;1;1;3;2;2;2;1;2;2;2;2;2;0;0;2;2;5;1;2;2;2;2;2;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;1;2;1;2;1;;;3;4;1;3;4;2;"1";1;1;1;3;1349979,57783012;5164153,94647996;1128957,88513977;2061622,47029637;0,179930621055583;2837,50492392247
"1479";1;2;97;3;3;2;2;2;1;2;2;2;2;2;0;0;2;3;97;97;2;2;97;2;97;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;1;2;1;1;1;2;2;2;2;2;2;;97;1;2;4;1;"3";2;1;1;2;1410601,17309659;5164153,94647996;2267202,44555839;2828257,81207705;0,239731863563941;9621,77200271496
"1480";2;1;1;1;3;1;1;1;1;1;1;1;2;2;0;0;1;2;3;1;1;2;2;1;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;4;1;1;;;;5;2;2;1;4;4;"1";1;3;3;3;6037267,85338051;14898000,1979184;4208133,6330169;5881277,34048095;0,580278168423321;10182,4931906225
"1481";3;2;1;1;2;1;2;2;1;2;2;2;2;2;0;0;2;2;5;1;1;1;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;1;1;1;1;2;1;2;1;;;3;4;3;3;1;2;"1";1;1;1;2;7214590,0083199;21435571,5784308;5696273,08719308;15599497,5813694;1,87179217291575;43262,9646200211
"1482";2;1;1;1;3;1;2;2;1;2;1;2;2;2;0;0;2;2;5;1;2;1;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;1;1;;2;;;;1;2;2;2;2;1;2;2;2;2;2;2;2;97;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;4;1;3;1;1;;;;5;4;2;3;4;3;"1";1;1;3;2;4595041,07124126;14898000,1979184;7259394,23046714;7731021,03806011;0,695186851079864;26367,8111854846
"1483";3;3;1;1;4;2;2;1;2;2;2;2;2;2;0;0;2;1;5;1;2;1;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;3;1;3;1;2;1;;;1;4;4;4;1;3;"1";1;3;1;3;2356901,94647081;10072401,6435758;3480847,43992385;2443804,96747532;0,279844053288524;5938,54797730052
"1484";3;2;1;1;3;2;2;2;1;2;2;2;2;2;0;0;2;1;5;1;2;2;2;1;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;5;2;2;1;1;2;4;2;2;2;1;1;;1;2;1;4;4;"2";2;3;2;2;6037267,85338051;14898000,1979184;4208133,6330169;7731021,03806011;0,580278168423321;20139,0256931083
"1485";3;9;1;1;3;2;1;1;2;1;2;2;2;2;0;0;3;3;3;2;2;1;2;2;3;1;1;2;1;2;2;2;1;1;1;1;1;2;1;1;;;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;1;1;2;2;2;1;;;5;3;4;1;1;1;"1";1;3;2;2;2651313,51254732;10072401,6435758;4175632,01705986;5811472,35270075;0,573227083572636;36736,9152395877
"1486";1;2;2;2;3;2;1;2;1;2;1;2;2;2;0;0;2;2;3;1;1;2;1;1;2;2;1;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;97;2;2;4;1;1;;;;5;4;5;2;1;4;"1";1;97;2;3;1265229,88040335;2544897,92588269;1926584,00950762;2810671,34868652;0,333634274987034;6228,38313751514
"1487";3;1;1;1;2;1;2;2;2;2;2;2;2;2;0;0;1;3;3;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;;;;2;;1;2;2;2;1;2;1;1;2;2;2;2;2;5;1;1;1;2;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;2;1;;;;3;4;3;4;4;2;"1";1;1;2;2;6718284,41177193;14014348,5743857;5696273,08719308;15599497,5813694;4,12437915736062;88834,9393844658
"1488";2;1;1;1;3;1;2;2;2;2;2;2;2;2;0;0;2;2;4;1;2;1;2;2;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;2;1;2;3;1;2;2;1;1;;4;5;2;4;3;"2";2;1;2;1;1265229,88040335;3669920,78366589;1927007,87039979;2153020,05470942;0,255743900242304;10479,8738477263
"1489";2;3;1;1;3;1;1;2;1;1;1;1;2;2;0;0;2;1;4;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;1;1;2;2;1;1;;;;2;;1;2;2;2;2;1;2;2;2;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;1;2;3;1;3;1;2;2;1;1;;4;2;2;4;3;"2";2;3;2;1;4474385,18221597;14898000,1979184;7259394,23046714;10613747,399869;0,609870137814548;37842,1851559218
"1490";3;3;1;1;3;2;2;2;1;1;2;2;2;2;0;0;3;2;3;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;2;2;1;;2;;;;1;2;2;2;2;2;2;2;2;1;2;2;2;6;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;3;1;1;;;;1;4;3;3;4;3;"1";1;1;2;3;7214590,0083199;14014348,5743857;12322615,2408783;16041980,2259275;1,87179217291575;31983,7073806179
"1491";2;1;1;2;3;2;2;2;2;2;2;1;2;2;0;0;2;1;3;2;1;1;1;2;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;2;1;1;1;3;2;2;1;;;5;2;2;1;4;2;"1";1;1;1;2;6037267,85338051;14898000,1979184;3762891,45355231;7731021,03806011;0,661613246968632;18668,3083658816
"1492";2;1;2;1;4;1;1;2;2;1;2;2;2;2;0;0;2;3;5;1;1;2;2;2;1;1;2;2;1;2;1;2;1;1;2;1;2;2;2;5;;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;6;2;2;1;2;1;3;2;2;2;2;2;;4;5;3;2;2;"3";2;1;2;1;1357583,87039275;624691,97513099;1087421,42160812;2153020,05470942;0,225906683261382;9103,3042676841
"1493";2;1;2;3;2;1;2;2;2;2;2;2;2;2;0;0;3;3;4;2;2;1;2;2;3;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;1;2;3;2;2;1;;;97;2;2;1;4;2;"1";1;1;1;1;6037267,85338051;14898000,1979184;3762891,45355231;10613747,399869;0,695186851079864;34361,8940225136
"1494";3;3;1;1;3;2;1;2;2;2;1;1;2;2;0;0;2;1;2;1;1;2;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;1;2;6;;2;2;2;2;;1;3;2;1;4;"3";2;4;3;3;6626547,21734997;21435571,5784308;11219551,754314;16041980,2259275;1,87179217291575;27686,0457425513
"1495";2;1;1;1;3;2;2;2;1;2;2;2;2;2;0;0;2;2;4;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;2;2;2;2;1;97;;;;;;;1;1;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;1;2;1;2;2;3;1;2;1;2;6;;1;;;;5;1;3;1;4;4;"1";1;4;1;2;8292998,1115813;14014348,5743857;11219551,754314;15599497,5813694;1,87179217291575;35629,9153397763
"1496";3;1;3;1;2;2;2;2;1;2;2;2;2;2;0;0;1;2;3;1;1;1;1;2;3;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;3;1;3;1;2;2;2;2;;4;2;5;1;3;"3";2;97;3;3;5236594,20628577;6273888,68778369;7259394,23046714;5881277,34048095;0,566905841001939;33170,6221069129
"1497";2;1;97;3;4;2;2;2;1;1;2;2;2;2;0;0;3;1;3;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;97;2;2;2;2;2;2;2;2;2;3;1;97;2;1;2;1;2;1;;;4;2;4;5;1;2;"1";1;97;1;1;3549069,08752912;10072401,6435758;2041883,72723215;4835858,60259792;0,573227083572636;30999,5700653173
"1498";2;1;1;1;4;2;2;2;2;2;1;2;2;2;0;0;2;1;2;2;2;2;2;2;1;3;;;;;;;1;1;1;2;2;2;2;3;;;;1;;;2;2;2;1;2;2;2;2;2;2;2;2;7;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;2;1;2;2;2;2;2;2;;97;4;5;1;1;"3";2;97;2;3;3549069,08752912;10072401,6435758;4175632,01705986;2443804,96747532;2,29290833429054;95496,3986773262
"1499";3;2;1;1;4;1;1;1;1;1;1;1;2;2;0;0;2;3;5;2;2;2;2;2;1;1;1;1;1;2;1;2;1;1;1;2;1;2;1;16;;;;;;;1;2;2;2;2;1;1;2;2;2;2;2;4;1;2;1;2;2;1;1;2;2;2;1;2;1;1;6;1;1;1;1;1;2;2;1;;;;5;4;2;2;4;1;"1";1;1;1;1;4474385,18221597;14898000,1979184;8995626,46137368;10613747,399869;0,66433961503718;45672,5752078315
"1500";2;1;1;97;3;1;1;1;1;1;1;1;2;2;0;0;1;2;4;1;2;1;1;2;1;2;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;4;1;1;;;;1;3;3;4;1;4;"1";1;97;1;3;6718284,41177193;21435571,5784308;11219551,754314;16041980,2259275;1,35193633479635;35903,8784241496
"1501";3;1;1;1;3;2;2;1;2;2;2;2;2;2;0;0;2;1;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;1;2;1;1;1;2;2;1;1;2;2;5;3;2;1;2;1;3;2;1;;;;3;4;2;1;2;2;"1";1;1;2;2;6037267,85338051;2834846,37084543;3762891,45355231;7731021,03806011;1,32867923007436;28582,2190257698
"1502";2;1;1;1;3;1;2;1;1;1;2;2;2;2;0;0;2;1;3;1;1;2;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;3;1;1;;;;1;2;4;2;1;3;"1";1;3;1;1;2252075,16102183;10072401,6435758;3480847,43992385;4835858,60259792;0,85300302693329;41366,8211021251
"1503";2;2;2;1;3;2;1;2;2;1;2;2;2;2;0;0;2;2;3;1;2;1;1;2;2;1;1;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;2;1;2;1;3;2;2;2;2;2;;4;4;3;1;2;"3";2;3;2;2;2281776,21520491;10072401,6435758;2041883,72723215;5811472,35270075;1,39922026644262;30698,6513524218
"1504";2;1;2;1;3;2;2;2;2;1;2;2;2;2;0;0;3;2;97;1;2;2;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;3;1;1;;;;2;4;4;3;2;3;"1";1;3;1;3;2281776,21520491;574737,76914959;3480847,43992385;2443804,96747532;0,426501513466645;5025,75318835171
"1505";3;2;1;3;4;2;2;2;1;2;2;2;2;2;0;0;1;2;5;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;9;;;;;;;1;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;3;2;1;4;2;1;;;;1;4;4;2;1;4;"1";1;3;1;2;2252075,16102183;10072401,6435758;3392772,73855813;5811472,35270075;1,14645416714527;27736,5461696639
"1506";2;1;2;1;3;2;1;2;2;1;2;1;2;2;0;0;2;1;3;1;2;2;2;2;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;2;1;2;3;1;2;2;2;2;;3;3;1;1;3;"3";2;1;3;3;8292998,1115813;21435571,5784308;12322615,2408783;16041980,2259275;3,7435843458315;143097,571901228
"1507";3;1;2;1;3;2;2;2;2;2;2;1;2;2;0;0;2;2;5;1;1;1;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;4;1;2;2;2;2;1;1;;4;3;4;4;1;"2";2;97;3;3;6718284,41177193;14014348,5743857;10487709,0241656;16041980,2259275;1,37479305245354;30231,4539696957
"1508";2;1;2;1;3;2;2;1;1;1;2;2;2;2;0;0;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;97;2;1;3;1;2;2;2;2;;97;4;2;1;3;"3";2;3;2;1;2252075,16102183;10072401,6435758;3480847,43992385;4835858,60259792;2,27692501981834;110420,65149101
"1509";3;2;1;1;4;2;2;2;1;2;2;2;2;2;0;0;3;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;2;1;1;;2;1;;;3;4;1;5;4;1;"1";1;97;2;1;1283987,89409637;5164153,94647996;2267202,44555839;2363871,19571558;0,22261227921727;28059,0082442405
"1510";3;2;1;1;4;1;2;2;1;1;2;2;2;2;0;0;2;3;2;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;1;2;1;2;1;1;;2;;;;1;2;1;2;2;1;2;2;2;2;2;2;1;5;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;3;1;1;1;;2;2;2;2;;2;3;5;2;1;"3";2;97;2;2;10873729,3575279;3707808,66257895;10487709,0241656;15599497,5813694;1,35193633479635;99795,2026706104
"1511";3;9;2;2;3;1;1;2;1;2;2;1;2;2;0;0;1;2;5;1;2;1;1;2;2;1;1;1;1;1;1;2;1;2;1;2;2;2;1;;6;;;;;;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;2;1;6;;1;;;;5;1;5;2;2;4;"1";1;97;2;1;1265229,88040335;624691,97513099;1926584,00950762;2153020,05470942;0,511487800484608;20275,0344172856
"1512";2;1;2;1;3;2;1;2;1;2;2;2;2;2;0;0;3;2;5;1;2;2;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;3;1;1;;;;5;4;1;2;1;3;"1";1;1;3;3;1410601,17309659;1440823,54572169;2358346,69976694;2061622,47029637;0,505913576084304;9438,60183559268
"1513";2;2;3;1;2;2;2;2;2;2;2;2;1;2;1;0;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;;2;;;1;2;2;1;1;2;1;2;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;4;1;1;;;;2;97;1;4;4;4;"1";1;97;3;3;1088578,61259989;5164153,94647996;1499244,44762391;2061622,47029637;0,22261227921727;4044,08157620861
"1514";3;2;1;1;4;2;2;1;1;1;1;2;2;2;0;0;2;2;2;1;2;2;1;2;1;2;1;2;1;2;2;2;1;1;1;2;1;2;2;10;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;1;3;1;2;1;;;3;4;4;3;1;3;"1";1;1;2;3;2281776,21520491;10072401,6435758;3480847,43992385;2443804,96747532;1,71968125071791;32984,8258793174
"1515";3;1;2;2;3;2;1;2;2;2;2;2;2;2;0;0;2;3;3;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;1;2;2;1;1;;;;2;;1;2;1;2;2;2;2;2;2;2;2;1;2;4;1;1;1;2;2;2;1;1;2;2;2;2;1;2;5;3;1;1;1;1;4;1;1;;;;5;4;1;2;1;4;"1";1;3;1;3;1410601,17309659;1440823,54572169;1499244,44762391;2061622,47029637;0,497783327140789;6845,75096884431
"1516";3;2;1;1;3;2;1;2;2;2;1;2;2;2;0;0;2;2;3;1;2;1;2;1;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;5;1;3;2;1;;;;5;4;2;3;4;2;"1";1;1;2;2;4595041,07124126;14898000,1979184;3762891,45355231;7731021,03806011;0,580278168423321;11068,5966431901
"1517";2;3;2;97;97;2;1;2;1;2;2;1;2;2;0;0;2;97;97;1;1;2;2;1;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;97;2;1;3;1;1;;;;5;3;4;4;1;3;"1";1;4;1;1;2356901,94647081;10072401,6435758;3480847,43992385;4835858,60259792;1,366155011891;69431,9929183695
"1518";3;1;1;1;4;1;2;2;2;2;2;2;2;2;0;0;2;3;5;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;;2;;;;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;3;2;1;2;1;3;1;2;2;2;2;;3;1;3;4;3;"3";2;1;1;2;1349979,57783012;5164153,94647996;2358346,69976694;2828257,81207705;0,179930621055583;6290,35733230617
"1519";3;1;1;1;3;2;1;2;1;1;2;2;2;2;0;0;3;2;1;1;1;2;2;2;2;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;2;1;3;1;2;2;2;2;;1;2;2;4;3;"3";2;97;1;2;4474385,18221597;14898000,1979184;7259394,23046714;7731021,03806011;2,08018331059769;73682,7241994721
"1520";2;3;1;1;3;1;2;2;1;1;1;2;2;2;0;0;2;2;2;1;2;1;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;1;2;4;1;1;;;;5;1;2;1;4;4;"1";1;3;2;1;6037267,85338051;14898000,1979184;4208133,6330169;10613747,399869;0,609870137814548;37077,8347185736
"1521";3;3;1;1;3;1;2;2;1;2;2;2;2;2;0;0;2;2;3;1;2;1;2;2;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;2;1;2;4;1;1;;;;1;4;5;1;4;4;"1";1;3;1;3;1628314,05813775;3669920,78366589;1926584,00950762;2810671,34868652;0,767231700726912;14525,3090919233
"1522";2;2;1;1;3;2;1;2;1;2;2;2;2;2;0;0;2;2;2;1;2;1;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;2;1;2;2;1;;;;5;4;4;5;4;1;"1";1;1;1;2;3549069,08752912;2358209,30927529;4175632,01705986;5811472,35270075;0,839532159865571;38381,8256650596
"1523";3;2;1;1;2;2;2;2;2;2;1;2;2;2;0;0;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;;1;;;;;1;1;1;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;2;1;1;2;2;1;2;1;1;3;3;2;1;2;1;2;2;1;;;;3;4;5;4;3;1;"1";1;1;1;2;1170024,49772926;78306,69625606;1976804,0794201;1954125,97753969;0,767231700726912;4815,72520992453
"1524";2;2;2;1;3;2;1;2;1;1;2;2;2;2;0;0;1;2;3;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;;1;;;;;2;2;1;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;2;1;4;1;1;;;;2;2;4;4;1;4;"1";1;3;2;2;2356901,94647081;10072401,6435758;3392772,73855813;5811472,35270075;0,455385003963667;11546,0247427746
"1525";3;9;1;1;3;2;2;2;2;2;2;1;2;2;0;0;2;3;5;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;2;2;2;1;1;;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;2;1;3;1;1;;;;5;4;1;5;4;3;"1";1;1;2;2;1283987,89409637;5164153,94647996;2358346,69976694;2828257,81207705;0,239731863563941;16015,7256959529
"1526";2;1;1;1;3;1;1;1;1;1;1;1;2;2;0;0;2;1;3;1;1;1;2;1;1;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;2;2;4;1;1;;;;1;1;4;3;1;4;"1";1;4;3;3;2281776,21520491;10072401,6435758;3392772,73855813;2443804,96747532;0,426501513466645;5947,15887619675
"1527";3;1;2;1;3;2;1;2;2;2;2;1;2;2;0;0;1;2;5;1;1;1;1;2;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;1;6;1;3;2;2;2;2;2;;3;1;1;4;2;"3";2;1;1;2;2120604,22046604;5164153,94647996;1128957,88513977;2828257,81207705;0,53979186316675;25422,8419221238
"1528";3;3;1;1;3;1;2;2;2;2;2;2;2;2;0;0;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;1;2;2;2;;97;;;;;;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;6;1;4;2;1;;;;4;1;4;2;1;4;"1";1;3;3;3;2252075,16102183;10072401,6435758;3392772,73855813;2443804,96747532;0,426501513466645;6278,40623302854
"1529";2;2;1;1;3;2;2;2;1;2;2;2;2;2;0;0;2;1;2;1;1;2;2;2;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;2;1;3;1;2;2;2;2;;4;2;2;2;3;"3";2;1;1;3;4474385,18221597;2834846,37084543;7259394,23046714;5881277,34048095;1,2197402756291;16654,1367417459
"1530";3;3;1;1;4;1;1;1;1;1;1;1;2;2;0;0;1;2;3;1;1;1;1;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;1;1;4;1;1;;;;2;4;1;1;4;4;"1";1;97;1;3;2120604,22046604;5164153,94647996;1499244,44762391;2061622,47029637;0,197654285882537;5199,10076710656
"1531";2;3;1;1;3;2;2;2;1;1;1;2;2;2;0;0;2;1;3;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;1;2;1;;97;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;1;3;1;1;4;1;3;1;1;;;;5;2;2;5;1;3;"1";1;3;1;1;5236594,20628577;6273888,68778369;7259394,23046714;10613747,399869;0,316946024776503;64252,065408261
"1532";3;2;1;1;4;2;2;2;1;2;2;2;2;2;0;0;2;1;2;1;2;2;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;2;1;1;1;1;4;1;2;1;;;3;2;2;2;4;4;"1";1;1;1;1;4474385,18221597;14898000,1979184;4208133,6330169;10613747,399869;0,609870137814548;23407,8462224056
"1533";2;1;2;1;3;1;1;1;1;1;1;1;2;2;0;0;2;2;4;1;1;1;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;2;2;2;1;2;2;2;2;2;2;;4;3;5;4;1;"3";2;1;2;3;10873729,3575279;14014348,5743857;10487709,0241656;16041980,2259275;1,93118758856886;57052,2463345305
"1534";3;2;1;1;3;2;2;2;1;2;2;2;2;2;0;0;1;1;1;1;1;1;1;2;3;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;;2;;;;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;3;1;1;1;1;2;2;1;;;;1;2;2;2;4;1;"1";1;1;1;3;4474385,18221597;14898000,1979184;8995626,46137368;5881277,34048095;0,637632202876856;12652,5042802467
"1535";2;1;2;1;3;2;1;2;2;2;2;2;2;2;0;0;2;1;2;1;1;1;1;2;3;2;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;2;3;1;2;4;1;2;2;2;2;;4;5;4;1;4;"3";2;1;1;1;1170024,49772926;2544897,92588269;1926584,00950762;2153020,05470942;0,160638989646764;6841,5868604844
"1536";2;2;1;1;4;2;1;2;1;1;2;2;2;2;0;0;2;1;3;1;1;2;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;2;1;2;2;2;1;2;2;2;2;;4;5;5;1;2;"3";2;4;1;3;1496665,07427252;2544897,92588269;1087421,42160812;2810671,34868652;0,647854075872737;20433,9671039409
