"ID";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P08_9";"P08_10";"P08_11";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P17_6";"P18_A";"P18_D";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P21_B";"P22_A";"P22_B";"P22_C";"P22_D1";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P28_9";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"VD_P35";"P36";"P38";"P39";"P40";"P41";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V15";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_regiao_idade";"POP_regiao_raca";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2"
"504";3;2;1;1;3;2;1;2;2;2;2;2;2;2;0;0;2;2;3;1;1;1;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;3;1;1;;;;5;4;4;4;1;3;"1";1;97;1;2;2356901,94647081;10072401,6435758;3480847,43992385;5811472,35270075;0,839532159865571;29279,8179175031
"505";3;2;97;1;3;1;2;1;1;1;1;2;2;2;0;0;2;1;4;2;2;1;2;2;2;1;2;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;1;;2;2;2;2;;2;4;5;1;1;"3";2;97;1;1;3549069,08752912;10072401,6435758;4175632,01705986;4835858,60259792;0,573227083572636;57177,1451189368
"506";2;1;2;2;3;2;2;2;1;2;2;2;2;2;0;0;2;2;3;1;2;2;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;2;2;2;2;2;1;;4;1;2;4;1;"3";2;1;1;1;1410601,17309659;5164153,94647996;2267202,44555839;2363871,19571558;0,179930621055583;9915,96660126429
"507";2;2;1;1;3;2;1;1;1;1;1;1;2;2;0;0;1;1;3;1;1;1;2;2;1;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;2;1;2;4;2;1;;;;7;97;2;1;2;4;"1";1;1;1;2;6037267,85338051;2834846,37084543;4208133,6330169;7731021,03806011;1,16055633684664;30707,4302845249
"508";3;2;1;1;2;2;2;2;1;2;2;2;2;2;0;0;2;1;1;1;2;1;1;1;3;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;1;1;1;2;2;1;;;;3;97;2;2;4;1;"1";1;1;1;3;4474385,18221597;14898000,1979184;8995626,46137368;5881277,34048095;1,82961041344364;36304,8689869108
"509";3;2;1;1;3;2;1;2;1;2;2;2;2;2;0;0;2;2;3;1;1;2;2;1;3;1;1;2;1;2;1;2;1;1;1;2;1;2;1;5;;;;;;;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;4;2;2;1;1;1;4;1;2;2;2;2;;4;2;2;1;4;"3";2;1;2;3;4474385,18221597;6273888,68778369;4208133,6330169;5881277,34048095;1,13403310556005;13554,357038892
"510";2;2;2;1;3;2;2;2;2;2;1;2;2;2;0;0;2;2;4;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;2;2;2;2;1;19;;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;3;1;1;2;2;1;3;1;1;;;;97;4;5;3;1;3;"1";1;3;2;2;1357583,87039275;2544897,92588269;1927007,87039979;1954125,97753969;0,255743900242304;9136,07205186229
"511";2;1;1;1;3;2;2;2;2;2;1;2;2;2;0;0;2;3;5;1;1;1;1;2;2;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;6;1;3;2;1;;;;5;4;2;3;4;2;"1";1;1;1;1;4595041,07124126;14898000,1979184;3762891,45355231;10613747,399869;0,637655208856705;21306,7403036184
"512";3;2;2;1;3;1;1;2;1;1;1;1;2;2;0;0;2;2;2;1;2;1;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;1;1;3;1;1;;;;7;2;4;5;1;3;"1";1;1;3;2;3549069,08752912;10072401,6435758;3480847,43992385;5811472,35270075;0,426501513466645;22741,5889827207
"513";3;1;1;1;3;1;2;1;1;1;1;2;2;2;0;0;2;2;3;1;2;2;2;2;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;2;2;1;4;1;1;;;;4;4;4;3;1;4;"1";1;4;1;3;2281776,21520491;10072401,6435758;3392772,73855813;2443804,96747532;0,426501513466645;5947,15887619675
"514";2;1;1;1;3;1;1;2;1;1;1;2;2;2;0;0;2;1;3;1;2;2;2;2;1;1;1;1;1;2;2;2;1;1;2;2;1;2;2;2;;;2;;;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;2;1;2;4;2;2;2;2;2;;1;1;1;4;4;"3";2;1;2;3;2120604,22046604;5164153,94647996;1499244,44762391;2061622,47029637;0,179930621055583;4732,89726948791
"515";3;1;1;1;4;2;1;2;1;2;2;2;2;2;0;0;2;3;1;1;1;1;2;2;3;3;;;;;;;1;1;1;1;1;1;1;1;;2;;;;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;1;1;1;1;2;2;2;2;1;2;;2;5;3;1;1;"2";2;97;2;2;1357583,87039275;2544897,92588269;1976804,0794201;1954125,97753969;0,333634274987034;12611,8839337294
"516";2;1;1;2;3;2;2;2;1;2;2;2;2;2;0;0;2;2;5;1;1;2;1;2;3;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;1;2;2;1;1;;;;3;4;1;3;4;2;"1";1;3;1;2;1349979,57783012;5164153,94647996;1128957,88513977;2828257,81207705;0,179930621055583;4853,65118242159
"517";3;2;1;1;3;2;2;2;1;2;2;2;2;2;0;0;2;2;5;2;2;2;2;2;1;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;3;1;3;2;1;;;;5;4;2;4;4;2;"1";1;1;3;3;3882757,46528652;14898000,1979184;3762891,45355231;5881277,34048095;0,637655208856705;8496,81322885201
"518";3;3;2;1;3;1;1;1;1;1;1;1;2;2;0;0;2;2;3;2;1;2;2;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;97;;;;;;;1;1;2;2;1;2;1;2;1;2;2;2;97;1;1;1;2;2;2;1;1;2;2;2;2;1;1;4;3;1;1;3;2;4;1;1;;;;2;1;4;3;1;4;"1";1;3;2;1;2281776,21520491;10072401,6435758;3392772,73855813;4835858,60259792;0,573227083572636;19143,0498387346
"519";3;2;1;1;4;2;2;2;1;1;2;1;2;2;0;0;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;;2;;;;1;2;1;2;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;3;2;4;1;1;;;;4;2;5;2;4;4;"1";1;97;2;3;1265229,88040335;3669920,78366589;1926584,00950762;2810671,34868652;0,255743900242304;3549,25620901366
"520";2;1;2;1;3;2;1;2;1;1;2;2;2;2;0;0;2;1;3;1;1;2;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;2;1;3;1;1;;;;5;4;3;3;2;3;"1";1;3;2;1;7214590,0083199;3707808,66257895;12322615,2408783;8084671,29925415;4,11904183722277;183473,435694807
"521";2;2;1;1;3;1;1;2;1;1;2;1;2;2;0;0;2;1;3;1;1;1;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;3;1;2;4;1;2;2;2;2;;2;3;2;1;4;"3";2;3;3;3;6626547,21734997;21435571,5784308;11219551,754314;16041980,2259275;2,74958610490708;40669,6682329631
"522";3;2;1;1;4;2;2;1;2;2;2;2;2;2;0;0;2;2;2;1;1;2;1;2;1;1;2;2;1;2;2;2;1;1;1;2;2;2;2;1;;97;;;;;2;2;2;2;2;2;2;2;1;2;2;2;5;1;1;2;2;2;2;1;1;2;2;1;2;2;1;2;2;2;1;3;1;3;1;2;2;1;1;;4;3;3;4;3;"2";2;1;3;2;7214590,0083199;14014348,5743857;12322615,2408783;15599497,5813694;0,246632901087919;5471,16253217027
"523";2;2;1;2;3;2;2;2;2;2;2;1;2;2;0;0;2;2;3;2;2;2;2;2;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;1;1;4;1;2;1;;;2;4;1;2;4;4;"1";1;3;1;2;1410601,17309659;5164153,94647996;1499244,44762391;2828257,81207705;0,179930621055583;3874,20086409802
"524";2;2;1;1;3;2;1;2;1;2;2;1;2;2;0;0;2;2;4;1;1;1;2;2;1;1;1;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;2;2;4;2;1;;;;2;4;4;2;4;4;"1";1;4;3;1;2252075,16102183;2358209,30927529;3392772,73855813;4835858,60259792;0,455385003963667;10723,1941200614
"525";3;1;1;1;4;2;1;2;2;2;2;2;2;2;0;0;2;1;4;1;1;1;2;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;5;3;1;97;1;2;3;1;1;;;;5;3;5;3;2;3;"1";1;4;2;3;1357583,87039275;624691,97513099;1927007,87039979;2810671,34868652;1,61963518968184;38757,9430774025
"526";3;1;1;1;3;2;2;2;2;2;2;1;2;2;0;0;1;2;5;1;1;1;1;2;1;2;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;1;2;2;1;4;2;1;;;;1;4;5;1;4;4;"1";1;3;1;3;1628314,05813775;3669920,78366589;1926584,00950762;2810671,34868652;0,333634274987034;6316,39824482608
"527";1;1;1;1;4;2;2;2;1;2;2;2;2;2;0;0;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;1;1;1;2;1;2;2;2;1;;;5;4;3;1;4;1;"1";1;1;2;2;8292998,1115813;14014348,5743857;10487709,0241656;15599497,5813694;1,06851930192143;27487,8143914085
"528";3;1;1;1;3;1;1;1;1;1;1;1;2;2;0;0;2;2;3;2;2;2;2;2;1;1;2;2;1;2;1;2;1;1;2;1;1;2;1;14;;;;;;;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;2;3;1;2;2;2;2;;4;5;1;4;3;"3";2;1;2;3;1628314,05813775;3669920,78366589;1927007,87039979;2810671,34868652;0,225906683261382;5361,95437623888
"529";2;1;1;1;3;1;2;2;2;2;2;2;2;2;0;0;3;3;5;2;2;2;2;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;1;1;3;3;1;1;2;1;2;2;1;;;;5;4;3;4;4;1;"1";1;1;2;1;6718284,41177193;14014348,5743857;10487709,0241656;8084671,29925415;1,87179217291575;55749,0458096846
"530";3;97;1;1;3;2;2;2;1;1;1;2;2;2;0;0;3;2;4;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;2;;;;1;1;2;2;1;2;2;2;2;2;2;2;2;6;1;1;1;1;1;2;1;1;2;2;1;1;2;2;2;97;1;1;2;1;3;1;2;2;1;2;;4;5;3;4;3;"2";2;1;2;2;1357583,87039275;3669920,78366589;1927007,87039979;1954125,97753969;0,225906683261382;5999,44004889849
"531";3;1;1;1;3;1;1;1;1;1;1;1;2;2;0;0;2;1;3;1;2;1;1;2;1;1;1;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;4;2;1;;;;5;4;3;5;1;4;"1";1;3;1;3;10873729,3575279;21435571,5784308;11219551,754314;16041980,2259275;1,87179217291575;66783,5240263918
"532";3;1;2;1;3;2;1;1;1;1;1;1;2;2;0;0;2;2;3;2;2;2;2;2;1;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;;;;2;;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;1;2;4;2;2;2;2;2;;3;2;2;4;4;"3";2;3;2;3;4474385,18221597;14898000,1979184;4208133,6330169;5881277,34048095;0,637632202876856;7063,74854358831
"533";2;97;1;1;2;2;2;2;1;2;2;2;2;2;0;0;1;3;5;1;1;2;2;2;3;2;1;2;2;2;2;2;1;1;2;1;2;2;2;1;;1;;;;;2;2;1;2;2;2;2;2;2;2;1;2;3;1;1;1;2;2;2;1;1;2;1;1;2;1;1;6;1;1;1;1;1;3;2;2;1;;;5;4;1;2;4;2;"1";1;1;1;2;1410601,17309659;5164153,94647996;1128957,88513977;2828257,81207705;0,239731863563941;5403,14525034516
"534";3;1;1;2;4;2;2;2;1;2;2;1;2;2;0;0;2;2;2;1;1;2;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;4;2;2;2;1;1;;3;1;1;1;4;"2";2;1;2;1;2120604,22046604;1440823,54572169;1499244,44762391;2363871,19571558;0,21035526357934;14198,5380600968
"535";2;1;1;1;3;1;1;2;1;1;1;1;2;2;0;0;2;3;4;1;1;2;2;2;2;3;;;;;;;1;1;1;2;1;1;1;2;;;;;2;1;2;1;2;1;1;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;3;2;2;4;2;1;;;;2;2;3;1;4;4;"1";1;4;2;2;8292998,1115813;14014348,5743857;11219551,754314;15599497,5813694;2,74602789148185;52271,1563334262
"536";3;1;1;1;2;2;1;2;1;2;2;2;2;2;0;0;3;3;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;6;1;4;2;1;;;;1;4;1;2;4;4;"1";1;1;1;3;1410601,17309659;5164153,94647996;1499244,44762391;2061622,47029637;0,44522455843454;5604,33682331966
"537";2;3;2;1;4;2;1;1;2;2;1;2;2;2;0;0;1;3;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;2;2;1;4;1;1;;;;2;2;5;2;4;4;"1";1;4;1;2;1265229,88040335;3669920,78366589;1926584,00950762;1954125,97753969;0,182984706628559;3417,87144277572
"538";2;1;2;1;2;1;2;1;1;1;1;1;2;2;0;0;3;2;5;1;2;2;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;2;2;1;2;2;1;;;;1;4;4;2;1;1;"1";1;3;3;2;2252075,16102183;10072401,6435758;4175632,01705986;5811472,35270075;0,573227083572636;24488,7478495189
"539";2;1;1;1;3;1;1;2;1;1;1;1;2;2;0;0;1;2;3;1;2;1;2;2;1;2;2;2;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;1;2;2;2;2;2;2;1;1;3;1;1;1;2;1;4;1;1;;;;1;1;4;2;1;4;"1";1;3;1;3;2252075,16102183;10072401,6435758;3392772,73855813;2443804,96747532;0,85300302693329;12556,8124660571
"540";3;2;1;1;4;1;1;1;1;2;1;1;2;2;0;0;2;3;5;1;2;2;2;2;2;1;1;2;1;1;1;2;1;2;1;2;1;2;1;;97;;;;;;1;2;2;2;1;1;1;1;1;2;2;2;4;1;1;1;2;2;2;1;1;2;2;1;2;1;1;4;3;1;1;1;1;4;2;1;;;;3;3;2;1;2;4;"1";1;1;1;3;6037267,85338051;2834846,37084543;4208133,6330169;5881277,34048095;1,39037370215973;18600,4933976366
"541";2;1;1;2;3;2;2;2;1;2;2;2;2;2;0;0;2;1;3;1;1;1;2;2;1;2;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;1;6;1;3;1;2;1;;;5;4;1;1;4;3;"1";1;97;2;3;2120604,22046604;5164153,94647996;2358346,69976694;2061622,47029637;0,359861242111166;12841,2604738347
"542";3;1;1;1;4;2;1;2;1;1;1;2;2;2;0;0;2;2;4;1;1;2;2;2;3;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;2;1;2;1;2;2;2;2;2;2;;4;2;3;4;1;"3";2;1;1;1;4595041,07124126;14898000,1979184;8995626,46137368;10613747,399869;3,18816101438428;234700,524608699
"543";3;1;1;1;3;1;1;1;1;1;2;1;2;2;0;0;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;;;1;;;;2;2;1;2;2;2;2;2;1;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;1;1;4;1;1;;;;5;4;1;2;1;4;"1";1;1;1;3;1410601,17309659;1440823,54572169;1499244,44762391;2061622,47029637;0,359861242111166;4948,9814393387
"544";2;1;1;2;3;2;2;2;1;2;2;2;2;2;0;0;2;2;4;1;1;1;1;2;3;1;2;2;1;2;1;2;1;1;2;2;1;2;1;97;;;;;;;1;1;2;2;2;2;2;2;1;2;2;2;97;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;5;1;4;1;2;2;2;2;;2;4;5;1;4;"3";2;3;1;1;3549069,08752912;10072401,6435758;3392772,73855813;4835858,60259792;0,248274657190241;14024,3893988478
"545";3;2;3;1;1;1;1;1;1;1;1;1;1;2;0;0;2;2;5;1;2;2;2;2;2;2;1;2;1;2;1;2;1;1;2;2;1;2;2;5;;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;2;2;2;2;1;1;;2;1;1;2;1;"2";2;1;3;2;2120604,22046604;549242,77217448;2267202,44555839;2828257,81207705;0,479463727127881;35355,9722876479
"546";2;2;2;1;3;2;2;2;1;2;2;2;2;2;0;0;1;1;2;1;1;1;1;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;3;1;2;2;2;2;;4;2;1;4;3;"3";2;1;3;1;6037267,85338051;14898000,1979184;7259394,23046714;10613747,399869;0,661613246968632;65027,3323723432
"547";3;1;1;1;3;2;1;1;1;1;2;1;2;2;0;0;2;2;3;1;2;2;2;2;2;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;;;;2;;1;2;2;2;2;2;1;2;2;1;2;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;1;1;3;2;2;1;3;1;2;2;1;;;;7;2;4;2;4;1;"1";1;1;3;3;2252075,16102183;2358209,30927529;4175632,01705986;2443804,96747532;0,426501513466645;7404,82415797774
"548";2;1;1;1;2;1;1;1;1;1;1;1;2;2;0;0;1;2;2;1;1;1;2;2;3;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;1;2;4;1;1;;;;1;4;1;2;2;4;"1";1;3;3;3;1410601,17309659;549242,77217448;1499244,44762391;2061622,47029637;0,22261227921727;2463,74115667606
"549";3;9;2;1;3;2;2;2;1;2;2;2;2;2;0;0;2;1;3;1;2;2;2;2;3;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;;2;;;;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;1;2;2;1;3;1;4;2;1;;;;6;3;1;2;4;4;"1";1;1;2;2;1410601,17309659;5164153,94647996;1499244,44762391;2828257,81207705;0,179930621055583;3874,20086409802
"550";3;2;1;1;3;2;2;2;1;2;2;2;2;2;0;0;2;2;3;1;1;2;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;1;2;1;3;1;1;;;;5;1;5;2;1;3;"1";1;1;2;1;1265229,88040335;2544897,92588269;1927007,87039979;2153020,05470942;0,182984706628559;10086,4457752922
"551";3;3;1;1;3;2;2;2;1;2;2;1;2;2;0;0;1;2;3;1;1;1;1;97;2;1;1;2;2;2;1;2;1;1;2;2;2;1;2;1;;2;;;;1;1;2;1;2;2;2;2;2;2;2;1;2;5;1;2;1;2;2;1;2;1;2;2;2;2;1;1;4;1;1;1;2;1;4;1;1;;;;1;2;3;2;1;4;"1";1;4;3;2;6626547,21734997;21435571,5784308;11219551,754314;15599497,5813694;3,7435843458315;71886,6683547894
"552";3;2;1;1;3;1;2;2;1;2;1;2;2;2;0;0;2;2;4;1;1;1;2;2;2;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;4;1;2;2;2;2;;1;1;4;4;4;"3";2;4;3;2;1088578,61259989;5164153,94647996;1499244,44762391;2828257,81207705;0,185386496595497;5760,77384863248
"553";2;1;1;1;3;1;2;1;1;1;1;1;2;2;0;0;2;2;3;1;2;1;2;2;3;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;2;1;2;4;2;1;;;;1;4;1;1;4;4;"1";1;4;1;3;2120604,22046604;5164153,94647996;1499244,44762391;2061622,47029637;0,359861242111166;9465,79453897582
"554";3;3;1;1;4;2;2;2;2;1;2;2;2;2;0;0;2;1;3;1;1;1;1;2;1;1;1;2;2;2;2;2;1;1;1;2;1;2;1;1;;2;;;;1;1;2;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;4;1;2;1;2;1;;;6;4;4;5;1;2;"1";1;1;2;1;3549069,08752912;10072401,6435758;2041883,72723215;4835858,60259792;0,573227083572636;30999,5700653173
"555";2;1;1;1;2;2;1;2;2;2;2;2;2;2;0;0;2;1;3;1;2;2;2;2;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;2;2;1;1;6;3;2;1;1;1;3;1;2;2;1;1;;4;1;1;3;3;"2";2;1;2;3;2120604,22046604;99531,21371288;2358346,69976694;2061622,47029637;2,2261227921727;14750,7313745962
"556";3;1;1;1;4;2;1;2;2;1;2;2;2;2;0;0;2;2;4;1;1;2;2;2;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;3;2;1;;;;5;4;1;2;4;2;"1";1;1;2;3;1410601,17309659;5164153,94647996;1128957,88513977;2061622,47029637;0,21035526357934;2771,67514280486
"557";3;1;1;1;2;2;1;2;1;1;2;2;2;2;0;0;1;1;3;1;1;1;2;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;4;1;1;;;;2;1;4;4;1;4;"1";1;4;1;3;2356901,94647081;10072401,6435758;3392772,73855813;2443804,96747532;0,426501513466645;6579,72114249802
"558";2;2;1;2;3;2;2;2;2;2;1;2;2;2;0;0;2;1;3;1;2;1;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;2;1;1;;;;7;4;4;3;1;2;"1";1;97;1;2;2281776,21520491;10072401,6435758;2041883,72723215;5811472,35270075;0,455385003963667;9991,06845653677
"559";2;3;1;1;3;1;1;2;2;2;2;2;2;2;0;0;2;2;3;1;2;2;2;2;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;2;4;1;1;;;;1;3;4;1;4;4;"1";1;3;2;1;2651313,51254732;2358209,30927529;3392772,73855813;4835858,60259792;0,573227083572636;20249,217784384
"560";3;1;1;1;2;2;2;2;1;2;2;2;2;2;0;0;2;2;4;1;2;2;2;2;1;1;1;1;2;2;1;2;1;1;2;1;2;2;1;3;;;;;1;;2;2;2;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;1;1;1;3;1;1;;;;2;4;3;1;3;3;"1";1;1;3;2;8292998,1115813;568420,29115562;12322615,2408783;15599497,5813694;1,37301394574092;22096,0235637786
"561";2;1;1;2;3;2;1;2;1;2;1;1;2;2;0;0;2;2;3;2;2;2;2;2;97;1;1;1;2;2;1;2;1;1;1;2;1;2;2;5;;;;;;;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;2;2;1;4;1;1;;;;5;4;3;3;4;4;"1";1;97;2;3;7214590,0083199;14014348,5743857;11219551,754314;16041980,2259275;6,75968167398173;72313,0378628286
"562";2;3;2;1;3;2;2;2;2;2;2;1;2;2;0;0;2;2;3;1;1;2;2;2;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;3;;;;1;;;2;2;1;2;2;2;2;2;2;2;1;2;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;1;2;1;1;3;1;1;;;;5;2;3;1;2;3;"1";1;97;2;2;8292998,1115813;3707808,66257895;12322615,2408783;15599497,5813694;1,37301394574092;80345,3292944967
"563";3;1;1;1;4;1;2;2;1;2;2;2;2;2;0;0;2;3;3;1;1;1;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;1;1;5;2;2;3;1;2;3;1;2;1;;;2;4;2;4;4;3;"1";1;1;1;3;3882757,46528652;14898000,1979184;7259394,23046714;5881277,34048095;0,661613246968632;17530,3486524651
