"I01";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_01";"P13_02";"P13_03";"P13_04";"P13_05";"P13_06";"P13_07";"P13_08";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23_01";"P23_02";"P23_03";"P23_04";"P23_05";"P23_06";"P24";"P25_01";"P25_02";"P25_03";"P25_04";"P25_05";"P25_06";"P26_01";"P26_02";"P26_03";"P26_04";"P26_05";"P26_06";"P26_07";"P26_08";"P26_09";"P26_10";"P26_11";"P26_12";"P26_13";"P27_01";"P27_02";"P27_03";"P27_04";"P27_05";"P27_06";"P27_07";"P27_08";"P27_09";"P27_10";"P27_11";"P27_12";"P27_13";"P27_14";"P27_15";"P27_16";"P28";"P29";"P30";"P31_01";"P31_02";"P31_03";"P31_04";"P31_05";"P31_06";"P31_07";"P31_08";"P31_09";"P32";"P34";"P35";"P36";"P38";"VD_IDADE";"VD_RENDA";"VD_RACA";"W1";"W2"
"592";3;"3";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"1";"1";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"4";"1";"1";"1";"1";"1.00449493500704";"59325.5714285714"
"593";4;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"2";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"4";"2";"5";"97";"2";"0.182607772624185";"10784.8333333333"
"594";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"3";"6";"1";"4";"8";"2";"2";"2";"1.78347230063695";"105332.052631579"
"595";4;"3";"1";"1";"2";;;"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"5";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"1";"1";"1";"3";"1.06284094359682";"62771.4925373134"
"596";3;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"7";"5";"1";"3";"1";"0.254600821370138";"15036.75"
"597";4;"3";"1";"2";"2";;;"1";"3";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"6";"1";"1";"3";"1.06284094359682";"62771.4925373134"
"597";3;"3";"2";"1";"1";"1";"97";"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"3";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"6";"6";"1";"1";"2";"0.582661921676037";"34412.0714285714"
"597";4;"2";"2";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"9";"3";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"600";3;"2";"1";"2";"3";;;"1";"3";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"2";"2";"2";"0.648433402428654";"38296.5416666667"
"601";4;"2";"1";"1";"3";;;"2";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"1";"1";"1";"3";"1.70880049734621";"100921.928571429"
"602";3;"3";"3";"1";"2";;;"1";"3";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"3";"2";"4";"3";"0.201406655231711";"11895.0972222222"
"603";4;"3";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"4";"2";"1";"6";"1";"1";"1";"3";"1.01248037331643";"59797.1922146027"
"604";3;"3";"1";"2";"1";"1";"1";"1";"4";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"2";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"2";"3";"2";"1";"0.242109308512252";"14297"
"605";4;"2";"1";"2";"1";"1";"1";"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"97";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"8";"1";"1";"1";"0.553770044766317";"32705.7142857143"
"606";3;"2";"1";"1";"3";;;"1";"3";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"6";"1";"5";"3";"3";"2";"3";"0.648433402428654";"38296.5416666667"
"607";4;"2";"1";"2";"3";;;"1";"3";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"3";"1";"1";"1";"12";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"97";"1";"2";"2";"1.60937484185362";"95049.8392857143"
"608";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"5";"5";"1";"2";"1";"1.06284094359682";"62771.4925373134"
"609";3;"97";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"4";"1";"2";"3";"0.582661921676037";"34412.0714285714"
"610";4;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"3";"1";"3";"4";"0.644622077663268";"38071.4444444444"
"611";4;"3";"2";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"4";"1";"1";"2";"1";"1";"2";"3";"1.70880049734621";"100921.928571429"
"612";4;"3";"97";"1";"1";"2";"1";"1";"3";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"2";"4";"2";"1";"2";"3";"1.70880049734621";"100921.928571429"
"613";3;"3";"2";"1";"1";"1";"1";"1";"3";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"3";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"4";"1";"1";"5";"5";"1";"2";"3";"0.582661921676037";"34412.0714285714"
"614";3;"2";"1";"1";"2";;;"2";"3";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"4";"1";"1";"4";"1";"1";"2";"2";"1.00449493500704";"59325.5714285714"
"615";3;"2";"97";"1";"1";"2";"2";"1";"3";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"3";"4";"3";"2";"0.383558442249671";"22653"
"616";3;"2";"3";"1";"2";;;"1";"3";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"12";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"5";"2";"3";"4";"0.201406655231711";"11895.0972222222"
"617";4;"3";"1";"1";"2";;;"1";"3";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";;"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"7";"4";"2";"3";"1";"0.626822295028947";"37020.1875"
"618";4;"2";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"12";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"3";"5";"3";"2";"3";"1.78347230063695";"105332.052631579"
"619";3;"3";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"8";"4";"97";"1";"0.0325261893595382";"1921"
"620";3;"2";"1";"2";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"97";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"1";"1";"5";"5";"5";"3";"3";"0.120653368109421";"7125.8"
"621";4;"2";"3";"2";"1";"1";"2";"1";"3";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"1";"2";"1";"3";"1.78347230063695";"105332.052631579"
"622";2;"3";"3";"1";"3";;;"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"6";"1";"4";"1";"0.122416946949462";"7229.95714285714"
"623";4;"3";"2";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"6";"6";"4";"3";"1";"1.18644970206827";"70071.85"
"624";4;"3";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"8";"1";"1";"3";"1.01248037331643";"59797.1922146027"
"625";3;"2";"3";"2";"2";;;"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"5";"1";"1";"5";"5";"2";"2";"3";"0.648433402428654";"38296.5416666667"
"626";3;"2";"2";"2";"3";;;"1";"3";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"5";"2";"2";"3";"0.648433402428654";"38296.5416666667"
"627";4;"3";"3";"1";"1";"1";"1";"1";"4";"1";"2";"2";"2";"2";"1";"2";"2";"1";"3";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"3";"5";"1";"4";"5";"3";"1";"2";"1.78347230063695";"105332.052631579"
"628";4;"2";"1";"2";"2";;;"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"3";"1";"2";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"3";"1";"7";"1";"1";"2";"1";"0.553770044766317";"32705.7142857143"
"629";4;"3";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"6";"1";"4";"2";"4";"1.30630519296431";"77150.5154797762"
"630";4;"3";"2";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"1";"2";"2";"2";"1";"3";"1";"1";"1";"1";"10";"1";"1";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"7";"5";"2";"3";"2.08693216351434";"123254.42251462"
"631";1;"2";"3";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"2";"3";"3";"2";"0.84975322691975";"50192.4166666667"
"632";4;"1";"1";"2";"2";;;"2";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"97";"3";"97";"1";"0.289786166397034";"17114.8"
"633";1;"2";"2";"2";"1";"2";"1";"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"5";"1";"2";"3";"0.74923028062818";"44249.6153846154"
"634";2;"2";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"6";"7";"5";"2";"3";"0.625875368167542";"36964.2619047619"
"635";4;"3";"2";"2";"3";;;"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"2";"4";"1";"3";"2.03054666748002";"119724.289473684"
"636";4;"3";"1";"1";"2";;;"2";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"2";"4";"1";"0.591974321132642";"34962.6532738095"
"637";3;"3";"2";"1";"2";;;"1";"3";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"3";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"7";"5";"3";"3";"3";"0.201406655231711";"11895.0972222222"
"638";4;"2";"2";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"1";"2";"2";"2";"1";"3";"3";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1.78347230063695";"105332.052631579"
"639";3;"2";"3";"1";"1";"1";"1";"1";"4";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"1";"1";"3";"0.870655483111302";"51421"
"640";3;"2";"1";"2";"2";;;"1";"3";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"6";"6";"1";"2";"3";"0.294668360240772";"17403.1428571429"
"641";1;"3";"2";"2";"2";;;"1";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"97";"2";"1";"4";"1";"1";"2";"3";"1.51894425885206";"89709"
"642";1;"3";"1";"2";"1";"1";"2";"1";"3";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"12";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"1";"1";"3";"0.74923028062818";"44249.6153846154"
"643";5;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"5";"2";"1";"3";"7";"5";"3";"1";"4.84169514500224";"285951"
"644";1;"3";"97";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"6";"5";"2";"2";"3";"0.603060022308425";"35616.7852941176"
"645";5;"3";"1";"2";"2";;;"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"6";"1";"2";"1";"1.91741970934002";"113243"
"646";1;"3";"1";"2";"2";;;"2";"3";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"7";"5";"1";"2";"3";"0.673089783478595";"39752.75"
"647";5;"2";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"12";"1";"1";"1";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"2";"1";"1";"2";"2";"1.91741970934002";"113243"
"648";1;"2";"1";"1";"2";;;"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"2";"2";"1";"0.603060022308425";"35616.7852941176"
"649";3;"2";"3";"1";"2";;;"97";"4";"97";"97";"97";"97";"97";"97";"97";"97";"1";"1";"2";"1";"97";"2";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"97";"2";"97";"3";"0.0311547050606716";"1840"
"650";5;"3";"3";"1";"2";;;"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"3";"1";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"5";"5";"2";"3";"1";"0.641832640393131";"37906.7"
"651";1;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"3";"1";"2";"5";"2";"2";"3";"1.09472807970297";"64654.75"
"652";5;"3";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"3";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"5";"2";"2";"1";"1.37376911003689";"81134.9411764706"
